user.id,start_time,end_time,country,os,time,canceled,AddBirthday,StartChat,ReceiveFriendRequest,TimeLinePostLiked,LimitAudience,ClearActivityLog
0576298407,2016-04-09T05:21:59-0700,2016-04-27T18:24:38-0700,Italy,Mac,18.54351454999977,TRUE,0,0,0,1,0,1
0577760734,2016-07-29T09:11:43-0700,2016-08-24T21:40:27-0700,United States,Mac,26.519964181944065,TRUE,1,0,0,1,0,1
0581178631,2015-11-07T23:05:02-0800,2016-07-16T09:22:47-0700,Other,Mac,251.3873357263886,TRUE,0,0,0,1,0,0
0599785922,2015-10-17T13:48:20-0700,2016-08-19T05:20:53-0700,Canada,Windows,306.64761495370277,TRUE,0,0,0,0,0,0
0601500516,2016-09-26T10:11:41-0700,2016-09-26T12:50:05-0700,United States,Windows,0.11000511805613836,FALSE,0,0,0,1,0,1
0640171034,2015-10-18T18:58:08-0700,2017-04-14T04:14:27-0700,Vietnam,Mac,543.3863402825002,TRUE,0,0,1,1,0,0
0641930198,2016-05-22T03:59:01-0700,2016-06-13T19:19:23-0700,United Kingdom,Windows,22.63915441666477,TRUE,0,0,1,0,0,1
0659163274,2016-08-25T12:23:11-0700,2016-09-25T14:02:13-0700,Canada,Mac,31.068781631944905,FALSE,0,0,0,0,0,1
0662057174,2015-12-09T14:23:47-0800,2016-02-28T19:41:24-0800,Chile,Windows,81.22057777777866,TRUE,0,0,0,0,0,1
0664705426,2016-06-24T03:05:09-0700,2016-07-03T11:07:32-0700,United Kingdom,Windows,9.33499532777667,TRUE,0,0,0,1,0,1
0674891620,2016-09-25T09:03:34-0700,2016-09-25T10:36:49-0700,United Kingdom,Mac,0.06476292824027714,FALSE,0,0,0,0,0,0
0692515537,2016-06-16T00:56:44-0700,2016-07-03T08:22:22-0700,France,Windows,17.30947788194374,TRUE,0,0,0,0,0,0
0696656184,2016-06-24T09:14:09-0700,2016-07-10T09:52:49-0700,United Kingdom,Mac,16.02685745370333,TRUE,0,0,0,0,0,0
0696737170,2016-09-26T12:56:36-0700,2016-09-28T05:57:35-0700,Spain,Windows,1.7090172685186067,FALSE,0,0,0,0,0,1
0704003231,2016-05-09T20:11:17-0700,2016-06-07T04:53:08-0700,Canada,Mac,28.36240731805331,TRUE,0,0,0,1,0,1
0712467221,2016-07-28T00:38:18-0700,2016-07-30T13:11:02-0700,Japan,Windows,2.5227386861109067,TRUE,0,1,0,1,1,1
0733479211,2016-07-08T15:37:20-0700,2016-07-11T23:42:19-0700,Germany,Windows,3.3367962008319694,TRUE,0,0,1,1,0,1
0748423512,2016-04-07T00:45:10-0700,2016-07-02T09:59:53-0700,India,Windows,86.38522423055504,TRUE,0,0,0,1,0,1
0771802167,2016-09-19T11:55:01-0700,2016-09-19T11:55:01-0700,United States,Mac,0,FALSE,0,0,0,1,0,1
0797454841,2016-05-25T09:20:11-0700,2016-08-03T06:25:54-0700,Brazil,Mac,69.87897367916835,TRUE,0,0,0,1,0,1
0803072760,2016-05-22T05:41:03-0700,2016-08-09T03:52:49-0700,United Kingdom,Mac,78.92484668750234,TRUE,0,0,0,1,0,1
0806817513,2016-02-07T01:04:18-0800,2016-02-08T06:53:21-0800,Japan,Mac,1.2424042939808633,TRUE,0,0,0,0,0,0
0812958213,2015-10-30T15:27:56-0700,2017-08-02T22:39:45-0700,Australia,Windows,642.2998834871657,FALSE,0,0,1,1,0,0
0823029135,2016-05-18T16:32:04-0700,2016-06-06T07:14:12-0700,Canada,Windows,18.612598201388455,TRUE,0,0,0,1,0,1
0848569754,2016-01-25T02:16:27-0800,2016-09-29T09:28:31-0700,Spain,Mac,248.25838253472136,FALSE,0,0,0,0,0,1
0858546495,2016-01-31T14:38:28-0800,2016-02-05T15:17:26-0800,United Kingdom,Windows,5.027067615740277,TRUE,0,0,0,0,0,0
0866717588,2016-01-15T23:00:59-0800,2016-02-28T18:57:57-0800,Japan,Mac,43.83123031250028,TRUE,0,0,0,0,0,1
0868239197,2016-02-21T22:59:35-0800,2016-11-03T23:23:38-0700,Australia,Mac,255.9750460666683,FALSE,0,0,0,1,0,1
0908760014,2015-10-29T18:30:44-0700,2016-02-19T07:19:44-0800,Japan,Windows,112.57569465694229,TRUE,0,0,0,1,0,0
0908866744,2015-09-27T11:03:41-0700,2015-12-13T18:52:31-0800,Japan,Windows,77.36724710648258,TRUE,0,0,0,0,0,0
0913900482,2015-09-28T11:34:18-0700,2017-03-16T07:35:51-0700,Mexico,Mac,534.8344175958335,FALSE,0,0,1,0,0,0
0916237430,2015-10-10T20:56:39-0700,2015-11-14T16:38:23-0800,United States,Mac,34.86231682870399,TRUE,0,0,0,0,0,0
0923071595,2016-05-22T14:38:53-0700,2016-06-06T02:37:20-0700,United States,Windows,14.498927636113764,TRUE,0,0,0,1,0,0
0943831076,2016-01-19T04:05:18-0800,2016-05-31T21:30:17-0700,Japan,Mac,133.68401739583246,TRUE,0,0,0,0,0,1
0983130278,2016-09-10T13:57:38-0700,2016-09-11T20:53:03-0700,United States,Mac,1.2884915847228633,FALSE,0,0,0,1,0,1
0987352447,2015-12-02T21:57:41-0800,2015-12-26T02:06:30-0800,Japan,Windows,23.17279222222114,TRUE,0,0,0,0,0,0
0995558384,2015-10-30T20:23:09-0700,2015-11-01T09:11:26-0800,Japan,Mac,1.5752045949051776,TRUE,0,0,0,0,0,0
0998855801,2016-07-05T20:00:17-0700,2016-07-07T08:54:27-0700,United States,Mac,1.537621456943618,TRUE,0,0,1,0,0,1
1003568945,2016-02-14T15:51:10-0800,2016-03-05T02:52:25-0800,Japan,Mac,19.459207268520085,TRUE,0,0,0,0,0,1
1053802099,2016-06-16T06:49:43-0700,2016-07-31T17:43:17-0700,Japan,Mac,45.45387626388802,TRUE,0,0,0,1,0,1
1058971428,2015-10-10T01:35:51-0700,2016-02-20T06:54:56-0800,Netherlands,Mac,133.26326358889042,TRUE,0,0,0,1,0,0
1067469650,2016-05-05T14:45:39-0700,2016-05-22T09:56:07-0700,United Kingdom,Mac,16.79894359305567,TRUE,0,0,0,1,1,1
1068964883,2015-11-14T07:04:45-0800,2017-01-03T01:33:25-0800,United States,Mac,415.7699139458325,FALSE,0,0,0,1,0,0
1074101496,2016-01-25T12:21:24-0800,2016-01-29T12:28:34-0800,United States,Windows,4.004984927776787,TRUE,0,0,0,1,0,1
1082361787,2016-07-17T05:21:24-0700,2016-07-18T06:06:09-0700,China,Mac,1.0310773611118396,TRUE,0,0,0,1,0,1
1087659247,2016-05-21T21:34:35-0700,2016-09-25T14:34:21-0700,India,Windows,126.70817597777611,TRUE,0,0,0,1,0,1
1115770296,2015-10-21T07:35:40-0700,2016-06-04T15:51:55-0700,Japan,Mac,227.34462923610926,TRUE,0,0,0,0,0,0
1124379216,2015-12-24T20:52:34-0800,2016-08-22T19:55:56-0700,United States,Windows,241.91900697916745,TRUE,0,0,0,0,0,0
1145247019,2015-12-09T06:19:27-0800,2016-02-14T10:41:51-0800,Netherlands,Mac,67.18222959861292,TRUE,0,0,0,1,0,0
1160598942,2016-09-21T09:44:48-0700,2016-09-21T09:44:48-0700,Switzerland,Windows,0,FALSE,0,0,0,1,0,1
1171226030,2015-09-29T07:11:55-0700,2015-11-05T04:53:29-0800,India,Windows,36.94553739583326,TRUE,0,0,0,0,0,0
1177636067,2015-10-02T12:47:45-0700,2015-12-01T04:58:45-0800,Italy,Windows,59.715981828702816,TRUE,0,0,0,0,0,0
1186730595,2016-02-12T13:42:59-0800,2016-04-24T20:46:42-0700,United States,Windows,72.25258490449629,TRUE,0,0,1,1,0,1
1208597240,2016-06-22T06:12:23-0700,2016-09-29T09:56:41-0700,United States,Windows,99.1557690625003,FALSE,0,0,0,0,0,1
1229254667,2016-09-09T12:19:26-0700,2016-09-13T11:02:24-0700,Canada,Windows,3.9465130527804293,FALSE,0,0,0,1,0,1
1239755465,2016-01-10T04:43:28-0800,2016-04-21T14:47:38-0700,Australia,Windows,102.37790380277765,TRUE,0,0,0,1,0,1
1247124792,2016-08-15T01:30:26-0700,2016-08-19T05:36:14-0700,France,Linux,4.170696597220721,TRUE,0,0,0,0,1,1
1263204079,2015-10-16T16:06:03-0700,2016-02-19T18:28:22-0800,United States,Windows,126.14050372684994,TRUE,0,0,0,0,0,0
1264181020,2016-06-30T04:02:39-0700,2016-07-14T11:59:34-0700,United States,Windows,14.331198536110588,TRUE,0,0,0,1,0,1
1288777580,2016-09-23T05:11:18-0700,2016-09-23T05:11:18-0700,Norway,Windows,0,FALSE,0,0,0,0,0,1
1289370764,2015-11-08T08:59:49-0800,2016-01-18T15:39:31-0800,United States,Mac,71.27757199444406,TRUE,0,0,0,1,0,0
1291044450,2016-05-15T01:22:56-0700,2016-06-28T04:58:12-0700,France,Windows,44.149492580553556,TRUE,0,0,1,0,0,1
1301565426,2015-11-08T07:14:19-0800,2016-09-29T01:51:09-0700,United States,Mac,325.73391487268384,FALSE,0,1,0,0,0,0
1303529651,2016-08-08T23:52:45-0700,2016-08-29T00:13:40-0700,Australia,Windows,20.01453443611032,TRUE,0,0,0,1,0,1
1321518773,2016-09-07T09:48:33-0700,2016-09-07T09:48:33-0700,United Kingdom,Mac,0,FALSE,0,0,1,0,0,1
1359399300,2016-01-14T01:27:57-0800,2016-04-02T05:42:54-0700,Japan,Windows,79.13539319583309,TRUE,0,0,0,1,0,1
1364682308,2015-11-14T16:00:02-0800,2016-10-20T08:10:35-0700,Ukraine,Mac,340.63233282649577,TRUE,0,1,1,1,0,0
1401955328,2016-07-16T08:28:57-0700,2016-07-21T09:19:24-0700,Brazil,Linux,5.0350402662047635,TRUE,0,0,0,0,0,1
1404861677,2016-08-20T06:36:04-0700,2016-08-24T15:16:48-0700,Czech Republic,Windows,4.361627187499845,TRUE,0,0,0,0,0,1
1424526303,2016-05-15T09:11:30-0700,2016-05-21T00:45:04-0700,United States,Mac,5.6483147453682285,TRUE,0,0,0,0,0,1
1433653203,2015-10-09T08:32:48-0700,2016-04-05T20:42:03-0700,United States,Mac,179.50642768518514,TRUE,0,0,0,0,0,0
1438234709,2016-02-29T06:44:10-0800,2016-03-13T07:18:05-0700,United Kingdom,Mac,12.98189208333139,TRUE,0,0,0,0,0,1
1440346819,2016-01-08T08:22:47-0800,2016-10-22T08:40:54-0700,United States,Mac,287.9709181396652,TRUE,0,0,1,1,0,1
1462509720,2015-12-11T09:08:58-0800,2015-12-20T14:57:55-0800,United Kingdom,Windows,9.242329693056808,TRUE,0,0,0,1,0,0
1468332529,2015-09-29T08:32:20-0700,2015-09-30T07:17:28-0700,China,Windows,0.9480150231470664,TRUE,0,0,0,0,0,0
1490964736,2015-12-07T17:10:04-0800,2015-12-20T07:10:30-0800,United States,Mac,12.58364059027996,TRUE,0,0,0,1,0,1
1493542703,2016-03-04T06:16:55-0800,2016-05-09T17:56:09-0700,United Kingdom,Windows,66.44391555555717,TRUE,0,0,0,0,0,1
1504219526,2016-05-03T16:49:07-0700,2016-05-10T08:50:05-0700,United States,Mac,6.667346827779877,TRUE,0,0,0,1,0,1
1512336948,2015-12-14T10:04:46-0800,2016-06-12T10:20:57-0700,South Africa,Windows,180.96957401111027,TRUE,0,0,0,1,0,0
1512800612,2016-01-28T15:51:36-0800,2016-03-05T10:19:08-0800,Japan,Windows,36.769129818058346,TRUE,0,0,1,0,0,0
1527119383,2015-10-24T03:43:49-0700,2016-01-28T04:50:57-0800,Germany,Windows,96.08829849537048,TRUE,0,0,0,0,0,0
1551514484,2016-02-19T10:04:53-0800,2016-03-10T07:38:19-0800,United States,Mac,19.898219571759302,TRUE,0,0,0,0,0,0
1556874104,2016-01-19T00:28:27-0800,2016-12-18T04:40:09-0800,India,Mac,334.1747932722237,FALSE,0,0,0,1,0,1
1585640482,2016-01-08T13:52:27-0800,2016-12-19T03:53:27-0800,United States,Windows,345.58403915139075,FALSE,0,0,0,1,0,1
1596055774,2015-10-31T10:36:12-0700,2015-11-12T14:29:09-0800,United States,Mac,12.203439247997363,TRUE,0,1,1,1,0,0
1624264935,2016-09-07T09:27:21-0700,2016-09-29T01:11:39-0700,United States,Mac,21.655774769441617,FALSE,0,0,0,1,0,1
1625476290,2016-09-08T10:41:23-0700,2016-09-08T10:41:23-0700,Canada,Windows,0,FALSE,0,0,0,0,0,0
1629317190,2015-12-05T05:22:07-0800,2016-03-18T14:20:45-0700,United States,Windows,104.33239512361223,TRUE,0,0,0,1,0,0
1629923783,2016-01-06T23:49:41-0800,2017-04-30T06:28:59-0700,Republic of Korea,Windows,479.2356318511683,TRUE,0,0,1,1,0,1
1631214181,2016-09-18T01:07:32-0700,2016-09-18T01:07:32-0700,India,Windows,0,FALSE,0,0,1,1,0,0
1639801432,2016-01-20T12:01:08-0800,2016-10-27T11:03:04-0700,United Kingdom,Mac,280.918012375,TRUE,0,0,1,1,0,1
1666883975,2016-01-15T04:53:02-0800,2016-01-16T13:16:50-0800,France,Windows,1.3498619597233004,TRUE,0,0,0,1,0,1
1697445765,2016-04-27T18:21:24-0700,2016-07-04T15:30:26-0700,Republic of Korea,Windows,67.88128247083459,TRUE,0,0,0,1,0,1
1712881853,2016-07-07T12:54:19-0700,2016-07-15T12:04:09-0700,United States,Windows,7.965165636572572,TRUE,1,0,0,0,0,1
1738222054,2016-02-05T18:56:09-0800,2016-02-15T14:17:42-0800,United States,Windows,9.806636469907783,TRUE,0,0,0,0,0,0
1743854814,2016-04-25T21:56:41-0700,2016-05-09T22:53:22-0700,Taiwan,Windows,14.039373900462632,TRUE,0,0,0,0,0,1
1752923915,2015-11-30T03:43:02-0800,2016-06-02T07:40:25-0700,Spain,Windows,185.1231878935187,TRUE,0,0,0,0,0,0
1753531350,2015-10-10T11:57:26-0700,2015-12-23T10:47:26-0800,Brazil,Mac,73.99305659166541,TRUE,0,0,0,1,0,0
1759623123,2016-05-21T21:53:22-0700,2016-09-25T14:54:18-0700,India,Windows,126.70898812916742,TRUE,0,0,0,1,0,1
1762793871,2016-07-18T23:22:27-0700,2016-07-20T03:29:20-0700,United States,Mac,1.1714583291676308,TRUE,0,0,1,0,0,1
1780280176,2016-04-25T12:04:30-0700,2016-04-29T03:02:04-0700,United States,Mac,3.6233121222207942,TRUE,0,0,0,1,0,1
1781702609,2015-12-06T13:36:27-0800,2016-03-02T17:25:37-0800,United States,Mac,87.15914531805316,TRUE,0,0,0,1,0,0
1784682953,2015-09-25T08:25:55-0700,2016-06-13T11:11:36-0700,Spain,Mac,262.1150598986119,TRUE,0,0,1,0,0,0
1785400624,2016-08-02T05:57:53-0700,2016-08-25T03:21:14-0700,Germany,Mac,22.89122093194756,TRUE,1,0,0,1,0,1
1787227972,2015-09-28T12:41:09-0700,2015-11-08T03:29:40-0800,Canada,Mac,40.65869226528075,TRUE,0,0,0,1,0,0
1803251843,2016-08-30T09:40:55-0700,2016-09-11T17:37:28-0700,United States,Mac,12.330943090279234,FALSE,0,0,0,1,0,1
1804848689,2015-10-30T14:19:16-0700,2016-08-28T09:00:08-0700,United States,Mac,302.77838743533147,TRUE,0,0,1,1,0,0
1825082431,2015-11-29T07:38:39-0800,2016-05-05T03:08:40-0700,United States,Mac,157.77085243333212,TRUE,0,0,0,1,0,0
1859251015,2015-10-19T00:33:42-0700,2016-05-26T02:02:26-0700,United States,Windows,220.06162734722528,TRUE,0,0,0,1,0,0
1862392139,2015-10-20T01:45:32-0700,2016-07-27T14:02:15-0700,Japan,Mac,281.5116141750008,TRUE,0,0,0,1,0,0
1869567631,2016-07-20T18:41:58-0700,2016-08-01T15:57:17-0700,United States,Windows,11.885641047226388,TRUE,0,0,1,0,0,1
1877050736,2015-10-27T04:52:37-0700,2016-09-17T09:31:08-0700,United Kingdom,Windows,326.1934223166697,TRUE,0,0,0,1,0,0
1901527426,2015-12-12T06:55:26-0800,2016-01-04T03:17:51-0800,Italy,Windows,22.848909490743168,TRUE,0,0,0,0,0,0
1907795356,2016-04-30T00:49:06-0700,2016-05-06T11:27:26-0700,India,Windows,6.443298354166083,TRUE,0,0,0,1,0,1
1911226994,2015-11-30T12:27:57-0800,2015-12-10T18:25:17-0800,United States,Mac,10.24815234299759,TRUE,0,0,1,1,0,0
1927410649,2016-09-17T10:30:38-0700,2016-09-17T10:30:38-0700,United States,Windows,0,FALSE,0,0,1,0,0,1
1940725294,2016-04-04T11:23:04-0700,2016-04-09T09:40:17-0700,United States,Mac,4.928632280092549,TRUE,0,0,0,0,0,1
1946173757,2016-03-05T14:57:12-0800,2016-11-17T17:43:54-0800,United States,Mac,257.1157652097242,FALSE,0,0,0,1,0,0
1949286235,2016-07-07T12:35:06-0700,2016-07-07T19:10:33-0700,United States,Mac,0.2746263758353789,TRUE,0,0,1,1,0,1
1950713029,2016-03-28T06:41:11-0700,2016-05-26T09:23:18-0700,Spain,Windows,59.112581229166516,TRUE,0,0,0,1,0,1
1952230803,2016-08-22T12:07:14-0700,2016-08-25T11:23:07-0700,United States,Mac,2.9693655902781972,TRUE,0,0,0,0,0,1
1960612562,2015-09-25T23:58:59-0700,2017-01-24T22:13:14-0800,United States,Mac,486.9682346680552,FALSE,0,0,0,1,0,0
1971063660,2016-09-22T06:33:37-0700,2016-09-23T00:11:35-0700,India,Windows,0.734707422220707,FALSE,0,0,1,0,0,0
1978037757,2015-11-21T02:23:10-0800,2016-01-15T02:34:14-0800,Other,Windows,55.00769398148137,TRUE,0,0,0,0,0,0
1980068464,2016-04-02T23:42:21-0700,2016-07-31T05:36:10-0700,India,Windows,119.2457091435183,TRUE,0,0,0,0,0,0
1982167069,2016-09-19T17:30:39-0700,2016-09-19T17:30:39-0700,Japan,Windows,0,FALSE,0,1,0,1,0,1
1997548813,2015-09-27T18:36:44-0700,2015-10-09T16:42:25-0700,Japan,Mac,11.920624189815587,TRUE,0,0,0,0,0,0
2020797638,2016-04-23T09:41:36-0700,2016-10-07T12:46:52-0700,India,Mac,167.1286607680556,TRUE,0,0,0,1,0,1
2023314029,2016-03-10T16:39:18-0800,2016-03-29T09:01:15-0700,United States,Windows,18.640250798612833,TRUE,0,0,0,0,0,1
2023602266,2015-12-28T09:50:00-0800,2016-08-07T07:57:00-0700,Italy,Mac,222.87986439814998,TRUE,0,0,0,0,0,1
2028352622,2015-09-28T17:41:36-0700,2016-09-12T17:49:19-0700,United States,Windows,350.0053608027756,TRUE,0,0,0,1,0,0
2028467919,2016-09-20T13:16:39-0700,2016-09-20T13:16:39-0700,United States,Mac,0,FALSE,0,0,0,1,0,0
2031157400,2016-09-14T07:51:06-0700,2016-09-14T07:51:06-0700,United Kingdom,Mac,0,FALSE,0,0,1,0,0,1
2034557732,2016-09-06T11:42:11-0700,2016-09-11T21:56:12-0700,Other,Windows,5.426403768498818,FALSE,0,0,1,1,1,1
2061158169,2015-12-06T21:16:56-0800,2016-11-03T17:50:04-0700,Japan,Mac,332.814676730558,TRUE,0,0,0,1,0,0
2064654043,2016-01-12T13:21:42-0800,2016-06-24T12:43:10-0700,Germany,Mac,163.93157722222307,TRUE,0,0,0,0,0,1
2081956467,2015-10-19T03:57:00-0700,2016-01-14T00:34:05-0800,Japan,Windows,86.90075596944624,TRUE,0,0,1,0,0,0
2087921035,2016-09-01T01:08:33-0700,2016-09-11T23:16:00-0700,Other,Windows,10.921850469446513,FALSE,0,0,0,1,0,1
2110050003,2015-11-23T11:35:30-0800,2016-01-17T10:26:14-0800,United States,Mac,54.95190115740729,TRUE,0,0,0,0,0,0
2120782787,2015-10-20T16:42:02-0700,2015-11-21T12:07:37-0800,Other,Windows,31.851110897219513,TRUE,0,0,0,1,0,0
2140521514,2016-04-24T07:17:38-0700,2016-07-24T05:53:54-0700,United States,Mac,90.94185879629795,TRUE,0,0,0,0,0,0
2146768414,2016-04-23T12:49:38-0700,2016-06-16T12:49:08-0700,United States,Windows,53.99965504999889,TRUE,0,0,0,1,0,1
2155209214,2015-12-06T18:07:47-0800,2015-12-14T15:54:59-0800,United States,Mac,7.907784594907253,TRUE,0,0,0,0,0,0
2163452941,2016-06-24T05:01:50-0700,2016-07-14T16:53:34-0700,United Kingdom,Mac,20.494259759722485,TRUE,0,0,0,1,0,1
2166569445,2015-12-22T04:10:26-0800,2016-01-26T14:10:14-0800,Brazil,Windows,35.416528263889525,TRUE,0,0,0,0,0,0
2179078185,2016-07-24T16:45:08-0700,2016-08-29T09:42:20-0700,New Zealand,Mac,35.70639325000014,TRUE,0,0,0,1,0,1
2182792718,2016-01-01T05:27:33-0800,2016-01-03T20:01:41-0800,Spain,Windows,2.6070425027787683,TRUE,0,0,0,1,0,1
2190452411,2016-01-27T20:35:29-0800,2016-02-11T05:13:32-0800,United States,Mac,14.359767415278156,TRUE,0,0,0,1,0,1
2195109097,2016-01-21T10:34:19-0800,2016-01-27T18:55:20-0800,United States,Windows,6.347929731003364,TRUE,0,0,1,1,1,1
2196892024,2016-01-17T03:50:16-0800,2016-03-14T10:14:34-0700,Ireland,Mac,57.22521909722222,TRUE,0,0,1,0,0,1
2208169741,2016-01-16T09:31:19-0800,2016-01-18T10:41:26-0800,United States,Windows,2.0487034027785063,TRUE,0,0,0,1,0,1
2220252780,2016-07-18T00:03:14-0700,2016-09-25T01:10:45-0700,Singapore,Windows,69.04688876157557,FALSE,0,0,0,0,0,1
2259199455,2015-11-05T09:23:38-0800,2015-11-05T17:54:17-0800,United States,Windows,0.3546250888907247,TRUE,0,0,0,1,0,0
2263900792,2015-12-24T16:28:47-0800,2016-07-08T12:34:21-0700,United States,Windows,196.79553400462976,TRUE,0,0,0,0,0,1
